time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.65507	18.093	4.99717	3.9091	0.481494	lidar	3.13363	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49705	17.945	4.86628	3.91692	0.431678	radar	3.48794	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25263	17.7802	4.97459	3.90599	0.381785	lidar	1.16549	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07049	17.5942	5.0649	3.94222	0.434	radar	2.27326	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89397	17.4773	5.00582	3.9408	0.403826	lidar	6.18146	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75596	17.2577	5.07719	4.00533	0.49984	radar	2.69699	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57766	17.0689	5.09609	4.02181	0.487451	lidar	0.0574274	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41372	16.9067	4.94936	4.01508	0.406957	radar	2.37011	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25048	16.7358	4.93808	4.02662	0.394971	lidar	0.50861	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06908	16.541	4.9241	4.02564	0.345009	radar	4.72406	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91515	16.3108	4.96608	4.05487	0.360704	lidar	2.26214	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.75702	16.1361	4.90141	4.05389	0.31691	radar	0.685565	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.54182	15.9713	4.96215	4.03026	0.258927	lidar	1.40282	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.41883	15.7354	5.06338	4.08974	0.362313	radar	2.46453	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24231	15.5157	5.12221	4.09734	0.345842	lidar	0.622441	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.07829	15.324	5.10133	4.09693	0.312172	radar	0.877427	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.855126	15.1039	5.22102	4.07905	0.261233	lidar	1.69791	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.703508	14.9257	5.12147	4.07257	0.211746	radar	2.289	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.622963	14.7133	5.03102	4.11805	0.26304	lidar	0.948904	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.511408	14.4687	5.11607	4.16724	0.341471	radar	2.05195	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.332834	14.2445	5.18642	4.1629	0.309148	lidar	0.535474	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.203371	13.9887	5.33392	4.20675	0.385194	radar	2.44421	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.225065	13.7387	5.16346	4.30168	0.498822	lidar	4.14673	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.120467	13.4955	5.22499	4.33048	0.514451	radar	0.571942	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0588516	13.2602	5.30923	4.311	0.444244	lidar	1.30214	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.179409	13.0454	5.19555	4.3058	0.380876	radar	1.50383	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.152472	12.8233	5.0401	4.38878	0.48203	lidar	3.46686	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.268379	12.6003	4.95042	4.38013	0.41285	radar	3.40478	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.39768	12.3667	4.99635	4.37276	0.368779	lidar	0.454699	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.524696	12.1597	4.95139	4.35581	0.305406	radar	3.52623	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.599322	11.9451	4.91755	4.37393	0.310749	lidar	0.479651	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.732457	11.716	4.94404	4.35683	0.256408	radar	2.62139	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.954154	11.4711	5.08443	4.29421	0.139629	lidar	3.71502	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.06329	11.2458	5.01308	4.28431	0.0929462	radar	1.97378	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.25105	11.0208	5.09331	4.24262	0.0242136	lidar	1.44801	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.32058	10.7701	5.18131	4.29374	0.135625	radar	2.24958	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.45252	10.5148	5.23953	4.28914	0.118629	lidar	0.622234	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.54416	10.2472	5.33118	4.31996	0.177559	radar	1.48395	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.63091	10.0395	5.25819	4.33065	0.181608	lidar	2.09045	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.71921	9.81056	5.20168	4.33775	0.170897	radar	0.577637	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.78157	9.59422	5.1282	4.35929	0.191182	lidar	0.935834	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.9013	9.33704	5.24356	4.36352	0.200364	radar	2.3369	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.98145	9.0403	5.31094	4.38447	0.214732	lidar	3.94651	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.06521	8.82062	5.20358	4.38093	0.174069	radar	1.98747	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15971	8.5684	5.22486	4.38479	0.166454	lidar	0.0621943	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.30011	8.30888	5.3029	4.36394	0.120966	radar	2.44605	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32916	8.082	5.20431	4.39925	0.165858	lidar	1.13666	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38125	7.87464	5.09642	4.41414	0.171276	radar	5.54245	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.50211	7.62063	5.16283	4.39939	0.135975	lidar	0.617415	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.6784	7.38147	5.17782	4.33724	-1.35139e-05	radar	4.76713	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.7846	7.12691	5.21274	4.33296	-0.00681713	lidar	0.231579	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.83255	6.89468	5.18928	4.37062	0.0761602	radar	2.08708	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85941	6.69689	5.04378	4.39891	0.111825	lidar	2.53162	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.91086	6.48313	4.90543	4.39848	0.0714061	radar	3.44267	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96412	6.25069	4.87876	4.41302	0.0871217	lidar	0.25064	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08988	5.99724	4.9993	4.39796	0.0701045	radar	3.76434	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18129	5.71746	5.08799	4.3981	0.0635968	lidar	1.89492	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29489	5.46798	5.09438	4.36769	-0.0176388	radar	1.90379	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39954	5.20323	5.16085	4.36025	-0.0275277	lidar	0.606639	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46025	4.95817	5.16043	4.38565	0.0351687	radar	0.473022	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.5865	4.67019	5.29429	4.37187	0.0143552	lidar	1.99139	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69703	4.41494	5.30052	4.3462	-0.0569051	radar	1.77293	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.8419	4.13523	5.42594	4.32577	-0.0785075	lidar	1.97377	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91261	3.89751	5.38189	4.35259	0.00199194	radar	1.64607	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97932	3.67191	5.29425	4.36022	0.00910541	lidar	0.932719	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07241	3.47654	5.17633	4.34058	-0.0473626	radar	4.00772	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16443	3.23289	5.17909	4.33944	-0.0458214	lidar	0.0185945	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.28099	2.97494	5.23715	4.32258	-0.0829998	radar	0.532678	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37565	2.69568	5.30813	4.32601	-0.0711938	lidar	1.30931	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45892	2.44713	5.29407	4.33887	-0.0282496	radar	0.323786	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56653	2.17653	5.36019	4.3382	-0.0240515	lidar	0.52501	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67311	1.95228	5.32199	4.30431	-0.126295	radar	3.72087	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79479	1.66969	5.42585	4.30109	-0.116073	lidar	1.3373	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91643	1.4207	5.44843	4.28463	-0.144666	radar	0.174379	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97356	1.19831	5.32831	4.28827	-0.140058	lidar	5.36716	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06391	0.992062	5.21302	4.28847	-0.114556	radar	1.25943	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.1228	0.768479	5.13067	4.29334	-0.107539	lidar	3.94822	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.22001	0.459038	5.3012	4.30485	-0.0869622	radar	5.49947	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29405	0.222617	5.25562	4.30801	-0.0802497	lidar	1.60018	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40244	-0.0101081	5.20684	4.31686	-0.0259552	radar	5.82495	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47089	-0.245085	5.16759	4.32386	-0.0172873	lidar	1.59593	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59206	-0.40852	5.04292	4.2857	-0.0946188	radar	3.37896	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72819	-0.582208	4.95273	4.25348	-0.139978	lidar	2.03791	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84561	-0.810713	5.04629	4.22407	-0.218254	radar	5.20157	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94206	-1.09688	5.15849	4.24245	-0.167218	lidar	2.04553	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02915	-1.37726	5.23427	4.26333	-0.115893	radar	3.0971	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16991	-1.58004	5.18955	4.23672	-0.150223	lidar	0.915527	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31671	-1.81761	5.32479	4.19798	-0.244347	radar	3.09418	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42467	-2.07747	5.36408	4.20499	-0.212497	lidar	0.641708	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57629	-2.27112	5.26499	4.17959	-0.223844	radar	3.11189	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72903	-2.47803	5.24247	4.15466	-0.246356	lidar	0.306231	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8866	-2.68507	5.22886	4.13027	-0.265884	radar	0.890744	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97383	-2.97348	5.31462	4.16595	-0.184552	lidar	2.90551	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.10059	-3.19751	5.25735	4.1676	-0.153592	radar	0.388173	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22584	-3.38518	5.18585	4.14993	-0.17277	lidar	1.38337	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36986	-3.64149	5.24906	4.15503	-0.146181	radar	4.47022	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53537	-3.75706	5.08773	4.09566	-0.235014	lidar	4.44656	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.68199	-3.96358	5.1128	4.08149	-0.244699	radar	0.457177	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83215	-4.20258	5.16661	4.08343	-0.220076	lidar	0.647447	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98271	-4.4224	5.17426	4.0793	-0.206247	radar	0.435522	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13977	-4.67176	5.24281	4.08477	-0.178765	lidar	1.28096	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27507	-4.875	5.10443	4.09221	-0.13075	radar	2.17885	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40153	-5.0977	5.11141	4.10107	-0.106128	lidar	0.26663	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54993	-5.25531	4.97	4.081	-0.118883	radar	3.27564	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73951	-5.45178	4.99937	4.056	-0.148082	lidar	1.88241	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89969	-5.64811	5.00237	4.04533	-0.152815	radar	0.2534	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05405	-5.83334	4.9868	4.03358	-0.159646	lidar	0.074253	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19457	-5.98094	4.84846	4.01768	-0.165671	radar	5.32631	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37692	-6.06603	4.72821	3.95542	-0.253114	lidar	3.81611	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55621	-6.24718	4.78635	3.93912	-0.260851	radar	1.15511	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68543	-6.47137	4.82343	3.96634	-0.196915	lidar	0.82105	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91867	-6.62302	4.94835	3.91098	-0.27766	radar	7.16928	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1223	-6.79184	4.97153	3.8858	-0.294608	lidar	0.656703	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3117	-6.949	5.00334	3.863	-0.310046	radar	0.827706	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5414	-7.13909	5.0801	3.84339	-0.314333	lidar	3.77484	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7543	-7.27039	5.07611	3.80534	-0.350492	radar	1.59325	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0013	-7.43984	5.14645	3.7771	-0.365231	lidar	3.45767	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1931	-7.57069	5.05304	3.75543	-0.370565	radar	1.32106	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3309	-7.73941	4.99514	3.77516	-0.312534	lidar	3.33636	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5297	-7.85852	4.94627	3.74745	-0.331761	radar	1.63373	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7054	-7.96386	4.87856	3.72441	-0.3433	lidar	2.7497	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9003	-8.06846	4.75108	3.69569	-0.362505	radar	1.20901	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.112	-8.1584	4.73386	3.65757	-0.393775	lidar	0.332888	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3455	-8.2859	4.92583	3.63966	-0.385054	radar	2.9052	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5464	-8.37033	4.87934	3.60969	-0.402542	lidar	1.45461	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.755	-8.44618	4.75894	3.57226	-0.434735	radar	1.33946	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0334	-8.53976	4.84604	3.52926	-0.465659	lidar	4.148	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2903	-8.63498	4.9671	3.50425	-0.460975	radar	2.7112	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5078	-8.68675	4.92561	3.46735	-0.483135	lidar	1.47305	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7279	-8.71236	4.77849	3.41082	-0.545963	radar	3.08663	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9414	-8.84432	4.78356	3.42818	-0.47768	lidar	1.54376	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2006	-8.93504	4.97284	3.42308	-0.430797	radar	2.93895	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4154	-9.06763	4.95734	3.44483	-0.3653	lidar	0.987139	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6424	-9.13937	4.90125	3.42595	-0.371282	radar	0.379592	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9369	-9.12695	4.97356	3.34934	-0.458572	lidar	1.622	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1983	-9.19934	5.01358	3.33659	-0.442059	radar	4.55796	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4566	-9.33476	5.05302	3.36248	-0.369369	lidar	5.44852	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6964	-9.362	4.93017	3.32043	-0.422901	radar	2.11394	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9488	-9.45691	4.95521	3.32781	-0.379701	lidar	2.12892	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1998	-9.46291	4.91185	3.28066	-0.431817	radar	2.17312	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4518	-9.45117	4.9236	3.23333	-0.470463	lidar	0.469567	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6656	-9.45246	4.83979	3.20011	-0.492823	radar	4.9072	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.953	-9.42998	4.9202	3.14986	-0.530116	lidar	1.47124	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2022	-9.50136	4.97625	3.17421	-0.437707	radar	8.11134	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4628	-9.52144	4.99598	3.15922	-0.427429	lidar	0.507599	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7206	-9.5088	4.97147	3.12232	-0.461846	radar	1.66272	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9767	-9.47216	4.99268	3.08242	-0.486476	lidar	0.169105	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2206	-9.43144	4.95184	3.03828	-0.52885	radar	0.511651	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4089	-9.49522	4.82069	3.06743	-0.44865	lidar	2.17651	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6432	-9.48968	4.85629	3.06276	-0.406813	radar	1.74968	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8937	-9.47866	4.86846	3.04795	-0.398676	lidar	0.267581	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1222	-9.44391	4.87971	3.02886	-0.387693	radar	3.88465	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3787	-9.30469	4.95502	2.94827	-0.476929	lidar	3.11885	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6132	-9.22297	4.91564	2.89722	-0.534716	radar	1.00028	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8706	-9.08701	4.99347	2.83045	-0.591827	lidar	1.07197	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.113	-8.97814	5.0404	2.79024	-0.597922	radar	4.81381	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2601	-9.15587	4.68975	2.89797	-0.409093	lidar	14.7134	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.497	-9.12256	4.71567	2.89723	-0.370439	radar	1.54469	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7235	-9.01479	4.75051	2.85308	-0.406794	lidar	0.838702	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9662	-8.93424	4.77152	2.82423	-0.425819	radar	2.56564	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1604	-8.86711	4.71144	2.80662	-0.420565	lidar	1.07971	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3932	-8.78134	4.71557	2.77773	-0.442032	radar	1.98256	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5801	-8.7662	4.60008	2.79107	-0.391792	lidar	1.20687	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7681	-8.62495	4.51862	2.71411	-0.516612	radar	6.10477	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9704	-8.54328	4.50241	2.69601	-0.50568	lidar	0.055115	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1802	-8.44313	4.56115	2.68556	-0.458868	radar	2.28068	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4177	-8.33253	4.62464	2.66257	-0.458772	lidar	1.49354	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6065	-8.22163	4.58551	2.63083	-0.482043	radar	0.739874	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8612	-7.94132	4.8582	2.53046	-0.585847	lidar	6.20272	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0536	-7.78528	4.82732	2.47334	-0.661845	radar	2.92291	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2842	-7.597	4.93866	2.43116	-0.672276	lidar	2.13846	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4882	-7.45966	4.97819	2.44082	-0.561714	radar	2.26866	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6496	-7.32502	4.90088	2.41974	-0.554202	lidar	0.7539	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8441	-7.15951	4.93851	2.4029	-0.522212	radar	0.921446	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9975	-7.08864	4.75863	2.41049	-0.48121	lidar	2.30802	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1657	-6.9035	4.77065	2.36813	-0.519794	radar	1.93006	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3331	-6.63334	4.92323	2.30204	-0.571559	lidar	2.89389	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5011	-6.45441	4.90651	2.26687	-0.602688	radar	3.45797	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5893	-6.33731	4.70624	2.24702	-0.591616	lidar	5.32313	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7306	-6.15053	4.70902	2.21933	-0.582715	radar	0.301689	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
